id,title,address,town,state,postcode,country,lat,lon,operator,status,num_connectors,connector_types,date_added
462733,Tesla Supercharger Sanilhac,CréaVallée Sud la Couture,Sanilhac,,24660,FR,45.13601896888832,0.7006117079748719,Tesla (including non-tesla),Operational,1,CCS (Type 2),2025-11-01 19:27:00+00:00
462732,Tesla Supercharger Ruffec,Lieudit « Champ de barbe jaune »,Ruffec,,16700,FR,46.03459569181399,0.18023185140600617,Tesla (including non-tesla),Operational,1,CCS (Type 2),2025-11-01 19:20:00+00:00
462731,Tesla Supercharger Lagord,Avenue du Fief Rose,Lagord,,17140,FR,46.17485879524952,-1.1701379426496032,Tesla (including non-tesla),Operational,1,CCS (Type 2),2025-11-01 19:15:00+00:00
462730,Cavas Pares Balta,Penedes,Penedes,,,ES,41.369095042729526,1.6558776364411187,(Business Owner at Location),Operational,1,Type 2 (Socket Only),2025-11-01 19:14:00+00:00
462729,Tesla Supercharger Porto-Vecchio,T10,Porto-Vecchio,,20137,FR,41.57086650689254,9.273782448109387,Tesla (including non-tesla),Operational,1,CCS (Type 2),2025-11-01 19:12:00+00:00
462728,Tesla Supercharger Magnant,D443,Magnant,,10110,FR,48.1807124359153,4.434366644283614,Tesla (including non-tesla),Operational,1,CCS (Type 2),2025-11-01 18:55:00+00:00
462727,Tesla Supercharger Les Sables-d'Olonne,87 Av. Francois Mitterrand,Les Sables-d'Olonne,,85340,FR,46.51376963361935,-1.7770465726061957,Tesla (including non-tesla),Operational,1,CCS (Type 2),2025-11-01 18:52:00+00:00
462726,Tesla Supercharger Falaise,2 rue Louis Rochet,Falaise,,14700,FR,48.9073067633619,-0.2069726228851323,Tesla (including non-tesla),Operational,1,CCS (Type 2),2025-11-01 18:49:00+00:00
462725,Tesla Supercharger Artix,51 Rue des Écureuils,Artix,,64170,FR,43.39285785077698,-0.5553973636018554,Tesla (including non-tesla),Operational,1,CCS (Type 2),2025-11-01 18:41:00+00:00
462724,Tesla Supercharger Agde,Bd Maurice Pacul,Agde,,34300,FR,43.29842920680102,3.472309232591897,Tesla (including non-tesla),Operational,1,CCS (Type 2),2025-11-01 18:37:00+00:00
462722,Ayunt. Albinyana,Les Peces,Lalbinyana,,,ES,41.252653951048586,1.503785094817772,(Unknown Operator),Operational,1,Type 2 (Socket Only),2025-11-01 18:12:00+00:00
462721,Tesla Supercharger Aix-en-Provence - Beaumanoir,Rue Marcel Arnaud,Aix-en-Provence,,13100,FR,43.513584144104584,5.466918055071346,Tesla (including non-tesla),Operational,1,CCS (Type 2),2025-11-01 18:02:00+00:00
462720,Ayunt. Vilabella,Vilabella,Vilabella,,,ES,41.24847535929064,1.3307544213976144,eTecnic,Operational,1,Type 2 (Socket Only),2025-11-01 17:50:00+00:00
462719,Ayunt. Salomó,Salomó,Salomó,,,ES,41.230059887693244,1.376109386752546,eTecnic,Operational,1,Type 2 (Socket Only),2025-11-01 17:49:00+00:00
462718,Ayunt. La Nou de Gaià,La Nou de Gaià,La Nou de Gaià,,,ES,41.181981897314415,1.3732790332641116,eTecnic,Operational,1,Type 2 (Socket Only),2025-11-01 17:48:00+00:00
462717,Camping Las Palmeras Zona Bungalows,Solimar,Tarragona,,,ES,41.13052895776218,1.318220638497678,(Business Owner at Location),Operational,1,Type 2 (Socket Only),2025-11-01 17:46:00+00:00
462716,Ayunt. Els Pallaresos,Els Pallaresos,Els Pallaresos,,,ES,41.16836904425389,1.2741055846042855,(Unknown Operator),Operational,1,Type 2 (Socket Only),2025-11-01 17:44:00+00:00
462715,Repsol Petroleo Visitantes,Tarragona,Tarragona,,,ES,41.17189095625409,1.2264916359336553,Repsol - Ibil (ES),Operational,1,Type 2 (Socket Only),2025-11-01 17:42:00+00:00
462714,Ayto. Vilallonga del Camp,Vilallonga del Camp,Vilallonga del Camp,,,ES,41.208907125106464,1.2033020639570395,eTecnic,Operational,1,Type 2 (Socket Only),2025-11-01 17:39:00+00:00
462713,Ayunt. d'El Pla de Santa Maria,El Pla de Santa Maria,El Pla de Santa Maria,,,ES,41.36567800553598,1.2883674221168349,(Unknown Operator),Operational,1,Type 2 (Socket Only),2025-11-01 17:36:00+00:00
462712,Ayunt. d'El Pla de Santa Maria - Piscina Municipal,Ayunt. d'El Pla de Santa Maria,Ayunt. d'El Pla de Santa Maria,,,ES,41.363112829270534,1.2926158859520456,(Unknown Operator),Operational,1,Type 2 (Socket Only),2025-11-01 17:35:00+00:00
462710,El Pont d'Armentera,El Pont d'Armentera,El Pont d'Armentera,,,ES,41.384075227782205,1.3629282492947823,(Unknown Operator),Operational,1,Type 2 (Socket Only),2025-11-01 17:32:00+00:00
462709,Ayunt. Blancafort Piscina Municipal,Blancafort,Blancafort,,,ES,41.439855108619355,1.1591714786642342,eTecnic,Operational,1,Type 2 (Socket Only),2025-11-01 17:30:00+00:00
462703,Enel Conad,Strada Malagoli 23,Reggiolo,RE,,IT,44.917512,10.798907,Enel X,Operational,1,CCS (Type 2),2025-11-01 14:50:00+00:00
462702,Tesla Supercharger Valence Sud - Chemin de la Sonacotral,97 Chemin de la Sonacotral,Valence,,26000,FR,44.90361631160624,4.879962490338016,Tesla (including non-tesla),Operational,1,CCS (Type 2),2025-11-01 14:42:00+00:00
462701,Parking Torroja Tarragona,Tarragona,Tarragona,,,ES,41.12064322509218,1.2618287643850863,(Business Owner at Location),Operational,1,Type 2 (Socket Only),2025-11-01 11:52:00+00:00
462700,Interparking Hispania URV,Tarragona,Tarragona,,,ES,41.12321631788669,1.2496752369665955,(Business Owner at Location),Operational,1,Type 2 (Socket Only),2025-11-01 11:48:00+00:00
462698,Puerto Deportivo Tarragona,Tarragona,Tarragona,,,ES,41.10818354878461,1.251044179109499,Electromaps,Operational,2,Type 2 (Socket Only)|CEE 7/4 - Schuko - Type F,2025-11-01 11:40:00+00:00
462697,Puerto Deportivo Tarragona,Tarragona,Tarragona,,,ES,41.10942193537505,1.253384966493968,Electromaps,Operational,1,Type 2 (Socket Only),2025-11-01 11:39:00+00:00
462696,BP Pulse Servon Eden,ZAC du Noyer aux Perdrix,Servon,,77170,FR,48.706346079126774,2.584012577409453,BP Pulse (UK),Operational,2,CCS (Type 2)|CCS (Type 2),2025-11-01 09:39:00+00:00
462695,Leroy Merlín Tarragona,Tarragona,Tarragona,,,ES,41.13073933505083,1.2037605526634252,Iberdrola | BP Pulse (ES),Operational,1,Type 2 (Tethered Connector) ,2025-11-01 08:29:00+00:00
462694,BMW Oliva Motor,Tarragona,Tarragona,,,ES,41.13021560081111,1.1990122493393756,(Business Owner at Location),Operational,1,Type 2 (Socket Only),2025-11-01 08:17:00+00:00
462665,Hotel Palas Pineda II,Salou,Salou,,,ES,41.06786304529865,1.1757998900884559,(Business Owner at Location),Operational,1,Type 2 (Socket Only),2025-10-31 19:52:00+00:00
462664,Centro Deportivo Salou,Salou,Salou,,,ES,41.080708767500056,1.165519856062815,Electromaps,Operational,1,Type 2 (Socket Only),2025-10-31 19:49:00+00:00
462662,Ayunt. Tivenys,Tivenys,Tivenys,,,ES,40.90642522861418,0.512323745933486,(Unknown Operator),Operational,1,Type 2 (Socket Only),2025-10-31 19:13:00+00:00
462661,Alcampo Tortosa,Tortosa,Tortosa,,,ES,40.81895354068928,0.5140867289396738,Iberdrola | BP Pulse (ES),Operational,1,Type 2 (Tethered Connector) ,2025-10-31 18:46:00+00:00
462660,Aldi Deltebre,Deltebre,Deltebre,,,ES,40.723304500981186,0.7229359432240017,ALDI SÜD (DE),Operational,1,Type 2 (Socket Only),2025-10-31 18:02:00+00:00
462659,E.S. BonArea Deltebre,Deltebre,Deltebre,,,ES,40.72352736543914,0.7250824063530672,Iberdrola | BP Pulse (ES),Planned For Future Date,2,CCS (Type 2)|Type 2 (Tethered Connector) ,2025-10-31 18:00:00+00:00
462658,Area di Servizio San Liberato,E45 dir Orte,Montoro,,,IT,40.82299968039658,14.807181717922049,Electrip,Operational,1,CCS (Type 2),2025-10-31 16:52:00+00:00
462657,Camping Alfacs,Montsiá Mar,Montsiá Mar,,,ES,40.595201662290094,0.5704125058273348,(Business Owner at Location),Operational,1,Type 2 (Socket Only),2025-10-31 16:28:00+00:00
462656,Tokmanni Klaukkala,Viirintie 8,Klaukkala,,01800,FI,60.378759470852145,24.76032858156134,Plugit,Operational,2,CCS (Type 2)|Type 2 (Socket Only),2025-10-31 16:17:00+00:00
462654,K-Supermarket Nurmijärvi,Mahlamäentie 2,Nurmijärvi,Uusimaa,01900,FI,60.46222866467701,24.810621526047385,K Lataus,Operational,2,CCS (Type 2)|Type 2 (Socket Only),2025-10-31 16:11:00+00:00
462653,Lidl Benicarló,Benicarló,Benicarló,,,ES,40.42413136322992,0.4159248759381171,Lidl,Operational,1,Type 2 (Socket Only),2025-10-31 16:09:00+00:00
462652,Neste Nurmijärvi Myllykukko,Ilvesvuorenkatu 2,Nurmijärvi,Uusimaa,01900,FI,60.45526894003214,24.843215135232413,Neste Lataus,Operational,1,CCS (Type 2),2025-10-31 16:08:00+00:00
462650,Neste Alikeravantie,Alikeravantie 25,Kerava,Uusimaa,04250,FI,60.39483954417514,25.110440902901473,Neste Lataus,Operational,1,CCS (Type 2),2025-10-31 16:01:00+00:00
462649,Apartamentos Els Romers,Benicarló,Benicarló,,,ES,40.40315015761695,0.4180349815369482,Electromaps,Operational,1,Type 2 (Socket Only),2025-10-31 16:00:00+00:00
462648,Lidl Kerava,Santaniitynkatu 7,Kerava,Uusimaa,04250,FI,60.39969473826966,25.111991158573574,Lidl,Operational,3,CCS (Type 2)|CHAdeMO|Type 2 (Tethered Connector) ,2025-10-31 16:00:00+00:00
462646,Plugit Prisma Kerava,Kauppakaari 2,Kerava,Uusimaa,04200,FI,60.40153500878972,25.1033947035844,Plugit,Operational,1,Type 2 (Socket Only),2025-10-31 15:56:00+00:00
462645,Prisma Kerava,Kauppakaari 2,Kerava,Uusimaa,04200,FI,60.401385233305206,25.102481588570072,ABC Lataus (FI),Operational,3,CCS (Type 2)|Type 2 (Socket Only)|CHAdeMO,2025-10-31 15:55:00+00:00
462644,Parking Peñíscola Norte,Peñíscola,Peñíscola,,,ES,40.39426958762684,0.409321988374586,Electromaps,Operational,1,Type 2 (Socket Only),2025-10-31 15:54:00+00:00
462642,Hotel RH Casablanca,Peñíscola,Peñíscola,,,ES,40.38911162451916,0.41082523905720336,(Business Owner at Location),Operational,1,Type 2 (Socket Only),2025-10-31 15:50:00+00:00
462641,Hotel Peñíscola Palace,Peñíscola,Peñíscola,,,ES,40.3734278855475,0.40530896675181793,(Business Owner at Location),Operational,1,Type 2 (Socket Only),2025-10-31 15:48:00+00:00
462636,Rykmentinpuiston koulu ja päiväkoti,Puustellinniitynkaari 2,Tuusula,Uusimaa,04310,FI,60.396878340217,25.046152731227608,VIRTA,Operational,1,Type 2 (Socket Only),2025-10-31 15:42:00+00:00
462634,Hotel Agora,Peñíscola,Peñíscola,,,ES,40.35763726254035,0.39833771319808875,Electromaps,Operational,1,Type 2 (Socket Only),2025-10-31 15:40:00+00:00
462633,S-Market Hyrylä,Hyrylänkatu 6,Tuusula,Uusimaa,04300,FI,60.39718893526165,25.019503076406295,ABC Lataus (FI),Operational,3,CHAdeMO|CCS (Type 2)|Type 2 (Socket Only),2025-10-31 15:39:00+00:00
462629,Hotel Servigroup Romana,Alcocéber,Alcocéber,,,ES,40.236649295080014,0.272311296136877,(Business Owner at Location),Operational,1,Type 2 (Socket Only),2025-10-31 15:31:00+00:00
462627,Ayunt. Torreblanca,Torreblanca,Torreblanca,,,ES,40.19880261330272,0.22879630131581052,Qwello,Operational,1,Type 2 (Socket Only),2025-10-31 15:28:00+00:00
462626,K-Supermarket Peltola,Vehnätie 2,Järvenpää,Uusimaa,04410,FI,60.49225949922891,25.093164417785943,K Lataus,Operational,2,CCS (Type 2)|Type 2 (Socket Only),2025-10-31 15:27:00+00:00
462625,Ayunt. Torreblanca. Torrenostra,Torreblanca,Torreblanca,,,ES,40.197620275403665,0.22150433929164137,Qwello,Operational,1,Type 2 (Socket Only),2025-10-31 15:27:00+00:00
462624,Ayunt. Torreblanca,Torreblanca,Torreblanca,,,ES,40.2215460919997,0.19921122800042212,Qwello,Operational,1,CCS (Type 2),2025-10-31 15:23:00+00:00
462622,Ayunt. Torreblanca,Torreblanca,Torreblanca,,,ES,40.22006543434031,0.19553894834166385,Qwello,Operational,1,Type 2 (Socket Only),2025-10-31 15:18:00+00:00
462621,Camping Riberamar,Oropesa,Oropesa,,,ES,40.12494697912962,0.15681681734633912,ChargeGuru,Operational,1,Type 2 (Tethered Connector) ,2025-10-31 15:14:00+00:00
462620,Roinilan päiväkoti,Nystenintie 6,Savikulma,Uusimaa,04500,FI,60.532625524879194,25.115212230365614,VIRTA,Operational,1,Type 2 (Socket Only),2025-10-31 15:12:00+00:00
462619,Torpparin Päiväkoti,Ampujantie 1,Kellokoski,Uusimaa,04500,FI,60.525103,25.097876000000042,VIRTA,Operational,1,Type 2 (Socket Only),2025-10-31 15:08:00+00:00
462618,Hotel Voromar,Benicassim,Benicassim,,,ES,40.05742495974215,0.08481653894614283,(Business Owner at Location),Operational,1,Type 2 (Socket Only),2025-10-31 15:05:00+00:00
462617,K-Supermarket Kellokoski,Vanha valtatie 189,Tuusula,Uusimaa,04500,FI,60.53079929762103,25.11022061906749,K Lataus,Operational,3,CCS (Type 2)|CHAdeMO|Type 2 (Socket Only),2025-10-31 15:04:00+00:00
462605,McDonalds Castellón,Castellón,Castellón,,,ES,39.99971334260056,-0.040623736817337885,Endesa,Operational,1,CCS (Type 2),2025-10-31 09:02:00+00:00
462604,Hotel Doña Lola,Castellón,Castellón,,,ES,39.98671255808733,-0.04738977926035659,(Business Owner at Location),Operational,1,Type 2 (Socket Only),2025-10-31 08:58:00+00:00
462558,Mercadona Moncófar,Moncófar,Moncófar,,,ES,39.805234689735585,-0.14111371603519274,Mercadona,Operational,1,Type 2 (Socket Only),2025-10-30 20:15:00+00:00
462554,Ayunt. Rafelbuñol,Rafelbuñol,Rafelbuñol,,,ES,39.59188976170137,-0.3346534556063716,Iberdrola | BP Pulse (ES),Operational,1,Type 2 (Socket Only),2025-10-30 18:42:00+00:00
462550,Ayunt. Valencia. Ramón Llull,Valencia,Valencia,,,ES,39.47649720524086,-0.3466249050799206,Iberdrola | BP Pulse (ES),Operational,1,Type 2 (Socket Only),2025-10-30 14:57:00+00:00
462549,Residencia Universitaria Damiá Bonet,Valencia,Valencia,,,ES,39.47554242166484,-0.344359464438071,(Business Owner at Location),Operational,1,Type 2 (Socket Only),2025-10-30 14:56:00+00:00
462548,Notel Barceló Valencia,Valencia,Valencia,,,ES,39.461361589796354,-0.3522637798062078,(Business Owner at Location),Operational,1,Type 2 (Socket Only),2025-10-30 14:46:00+00:00
462547,Parking Alameda,Valencia,Valencia,,,ES,39.465330387901844,-0.358779067264436,(Business Owner at Location),Operational,1,Type 2 (Socket Only),2025-10-30 14:44:00+00:00
462546,Ayunt. Valencia. Ava. Blasco Ibañez,Valencia,Valencia,,,ES,39.47779109518552,-0.3623292704761525,Iberdrola | BP Pulse (ES),Operational,1,Type 2 (Socket Only),2025-10-30 14:36:00+00:00
462545,Parking Valencia Centro,Valencia,Valencia,,,ES,39.46862269640732,-0.36815770154123584,(Business Owner at Location),Operational,4,CCS (Type 2)|CHAdeMO|Type 2 (Tethered Connector) |Type 2 (Socket Only),2025-10-30 14:23:00+00:00
462542,Parking Valeman,Valencia,Valencia,,,ES,39.4670210975726,-0.36350026745992636,(Business Owner at Location),Operational,1,Type 2 (Socket Only),2025-10-30 14:05:00+00:00
462541,Parking Oceanografic,Valencia,Valencia,,,ES,39.45224260030892,-0.3480185622697718,(Business Owner at Location),Operational,1,Type 2 (Tethered Connector) ,2025-10-30 13:52:00+00:00
462539,ODTU Teknokent Gumus Bloklar,Universiteler Mahallesi,Ankara,,06800,TR,39.90005472241458,32.77459503250134,Trugo (TR),Operational,1,CCS (Type 2),2025-10-30 08:54:00+00:00
462538,ODTU Teknokent Gumus Bloklar,Universiteler Mahallesi,Ankara,,06800,TR,39.89904689957211,32.775858678537816,Trugo (TR),Operational,1,CCS (Type 2),2025-10-30 08:51:00+00:00
462515,Posto Araras,Av Santa Terzinha 1017,Jardim,MS,,BR,-21.457169193531826,-56.12052946665517,(Unknown Operator),Operational,1,CCS (Type 2),2025-10-30 00:58:00+00:00
462514,Buro Berkovitch,Muldersveld 16,Oostakker,,9041,BE,51.08070564958845,3.7771120613590483,(Unknown Operator),Operational,1,Type 2 (Tethered Connector) ,2025-10-29 22:01:00+00:00
462513,Buro Berkovitch,Muldersveld 16,Oostakker,,9041,BE,51.08078424849336,3.777107269125054,(Unknown Operator),Not Operational,1,Type 2 (Tethered Connector) ,2025-10-29 21:51:00+00:00
462512,Electric Vehicle Charging Station,Vojvode Stepe 47,Arilje,Serbia,31230,RS,43.74850523533894,20.10512216531663,(Unknown Operator),Operational,1,Type 2 (Socket Only),2025-10-29 18:33:00+00:00
462511,Obramat Sabadell (Zunder),Sabadell,Sabadell,,,ES,41.51859914279325,2.099584975929133,Zunder,Operational,3,CCS (Type 2)|Type 2 (Socket Only)|CCS (Type 2),2025-10-29 18:29:00+00:00
462510,Parking Hospital Manises,Manises,Manises,,,ES,39.48592587273234,-0.4529059451199373,(Business Owner at Location),Not Operational,1,Type 2 (Socket Only),2025-10-29 18:21:00+00:00
462509,FurmanovLoc,Furmanov,Gyumri,Շիրակ,3108,AM,40.78525800106087,43.84092501087923,(Unknown Operator),Operational,1,Type 2 (Socket Only),2025-10-29 16:10:00+00:00
462508,Rustaveli 9,Furmanov,Gyumri,Շիրակ,3108,AM,40.78893343824117,43.853452492843644,(Unknown Operator),Operational,1,Unknown,2025-10-29 15:33:00+00:00
462507,MG MAXI Marsa,88 Av. Khaled Ibn El Walid,Marsa,Marsa,,TN,36.8700651377041,10.308513248096688,(Unknown Operator),Operational,1,CCS (Type 2),2025-10-29 13:02:00+00:00
462506,Azpetrol,"Bakı şəhəri, Qaradağ rayonu, Salyan şossesi 15-ci km",Lökbatan,Qaradağ,AZ1063,AZ,40.28543082498723,49.73223421789919,(Unknown Operator),Operational,2,CCS (Type 2)|Unknown,2025-10-29 10:00:00+00:00
462505,Lidl Quart de Poblet,Quart de Poblet,Quart de Poblet,,,ES,39.47587141893189,-0.4354321694761438,Lidl,Operational,1,Type 2 (Socket Only),2025-10-29 08:12:00+00:00
462504,Galp Mislata,Mistala,Mislata,,,ES,39.46931093536648,-0.4332977336514432,GALP Electric,Operational,1,CCS (Type 2),2025-10-29 08:08:00+00:00
462503,V2C,Aldaia,Aldaia,,,ES,39.46089426760162,-0.44340779973458666,(Business Owner at Location),Operational,1,Type 2 (Socket Only),2025-10-29 08:02:00+00:00
462502,LOGGEX,Aldaia,Aldaia,,,ES,39.45979917829001,-0.43450240179379307,(Business Owner at Location),Operational,1,Type 2 (Socket Only),2025-10-29 07:59:00+00:00
462501,Mound Mini Mart,27885 Mound Rd,Warren ,MI,48092,US,42.49806671679758,-83.04708414605778,Red E Charge,Operational,1,CCS (Type 1),2025-10-29 01:04:00+00:00
462500,Target - Dabaja Charging ,4999 Beck Road,Canton,MI,,US,42.268459348672536,-83.50327666874932,ChargePoint,Operational,1,CCS (Type 1),2025-10-29 00:59:00+00:00
462499,Cherry Republic Glen Arbor,5919 Manitou Vw,Glen Arbor,MI,49636,US,44.896929412779116,-85.9902551235715,Red E Charge,Operational,1,CCS (Type 1),2025-10-29 00:46:00+00:00
462498,Carrefour Gijón La Calzada,Gijón,Gijón,,,ES,43.536817835189,-5.694626522364018,EDP,Planned For Future Date,2,CCS (Type 2)|Type 2 (Socket Only),2025-10-28 20:38:00+00:00
462497,Ayunt. Torrent. Santa Apolonia,Santa Apolonia,Santa Apolonia,,,ES,39.41064377584067,-0.48631103601621817,Electromaps,Operational,1,Type 2 (Socket Only),2025-10-28 19:29:00+00:00
462496,Ayunt. Torrent. Masía del Juez,Torrent,Torrent,,,ES,39.43918473282602,-0.4868374492507428,Electromaps,Operational,1,Type 2 (Socket Only),2025-10-28 19:19:00+00:00
462495,Ayunt. Torrent. Auditorio,Torrent,Torrent,,,ES,39.42384452242874,-0.4793514608697933,Electromaps,Operational,1,Type 2 (Socket Only),2025-10-28 19:14:00+00:00
462494,Ayunt. Torrente. Avda- Olímpica,Torrent,Torrent,,,ES,39.42518229637571,-0.47006628373162584,Electromaps,Operational,1,Type 2 (Socket Only),2025-10-28 18:59:00+00:00
462493,Interparking Hispania,Torrent,Torrent,,,ES,39.43576071489264,-0.46732546901648675,(Business Owner at Location),Not Operational,1,Type 2 (Socket Only),2025-10-28 18:56:00+00:00
462492,Ayunt. Torrent. Parking Plaza Colón,Torrent,Torrent,,,ES,39.43607570900278,-0.4635299380045126,Electromaps,Operational,1,Type 2 (Socket Only),2025-10-28 18:54:00+00:00
462491,Ayunt. Picanya Cementerio,Picanya,Picanya,,,ES,39.431924384358155,-0.4372915925223424,(Unknown Operator),Operational,1,Type 2 (Socket Only),2025-10-28 18:46:00+00:00
462490,Shell West Branch,2980 Cook Rd,West Branch,MI,48661,US,44.248963703566545,-84.22655556985478,Shell Recharge Solutions (US),Temporarily Unavailable,1,CCS (Type 1),2025-10-28 18:35:00+00:00
462488,Holz werk Bürserberg,Tschapina 10,Bürserberg,,,AT,47.13014553251523,9.775542045491875,da emobil,Operational,1,CCS (Type 2),2025-10-28 16:57:00+00:00
462487,Oosterscheldestraat,Oosterscheldestraat,,South Holland,2652 JG,NL,51.9986207,4.4713045,(Unknown Operator),Operational,0,,2025-10-28 15:01:00+00:00
462486,Route220 ,Via dei Mulini 7,Mantova,MN,,IT,45.164095,10.788816,(Unknown Operator),Operational,1,Type 2 (Socket Only),2025-10-28 14:56:00+00:00
462485,iVolt,Veledi küçəsi,Lənkəran,Lənkəran,,AZ,38.72588804619855,48.84673592381796,(Unknown Operator),Operational,2,CCS (Type 2)|Unknown,2025-10-28 13:22:00+00:00
462484,TOK.az (Hacioglu),M3 Ələt-Astara (Astara),Salyan,Salyan,,AZ,39.59574369518123,48.90326850420638,(Unknown Operator),Operational,2,CCS (Type 2)|Unknown,2025-10-28 12:36:00+00:00
462483,Aldi Albal,Catarroja,Catarroja,,,ES,39.39990619442452,-0.4064254249054784,ALDI SÜD (DE),Planned For Future Date,1,Type 2 (Socket Only),2025-10-28 06:42:00+00:00
462482,Taller de Rodes Catarroja,Catarroja,Catarroja,,,ES,39.40263244132245,-0.39472611609971864,(Business Owner at Location),Operational,1,Type 2 (Socket Only),2025-10-28 06:32:00+00:00
462481,Emotion AdS Scaligera Sud,A4 km 301 (verso Trieste),Verona,VR,,IT,45.410397,11.234368,(Unknown Operator),Operational,3,CCS (Type 2)|CHAdeMO|Type 2 (Tethered Connector) ,2025-10-28 06:18:00+00:00
462480,Plenergy,"Av. del Jarama, 17",Coslada,Madrid,28823,ES,40.43277503401262,-3.5349143417039386,Endesa,Operational,1,CCS (Type 2),2025-10-28 02:27:00+00:00
462479,Alquileres HZ,Águilas,Águilas,,,ES,37.41044152472058,-1.5665244876270208,Electromaps,Operational,1,Type 2 (Socket Only),2025-10-27 18:27:00+00:00
462477,Hotel MC San José ,Níjar,Níjar,,,ES,36.76497200001482,-2.1113595099303666,(Business Owner at Location),Operational,1,Type 2 (Socket Only),2025-10-27 16:40:00+00:00
462476,E.S. COOP Santa María Aguila,El Ejido,El Ejido,,,ES,36.77832104595194,-2.772846642877994,(Business Owner at Location),Operational,3,CCS (Type 2)|CHAdeMO|Type 2 (Tethered Connector) ,2025-10-27 15:00:00+00:00
462475,Parking Plaza Mayor El Eljido,El Ejido,El Ejido,,,ES,36.77440657319633,-2.8132642652363984,Telepark (Empark),Operational,1,Type 2 (Tethered Connector) ,2025-10-27 14:57:00+00:00
462474,"EV24 Charging Station, Marymoncka 34",Marymoncka 34,Warszawa,,00-968,PL,52.2827746013458,20.95984766671963,EV24,Operational,2,Type 2 (Tethered Connector) |Type 2 (Tethered Connector) ,2025-10-27 03:45:00+00:00
462473,"EV24 Charging Station, Wspólna 19",Wspólna 19,Mierzęcice,,42-100,PL,50.4634704535159,19.12960751181107,EV24,Operational,4,Type 2 (Tethered Connector) |CCS (Type 2)|Type 2 (Tethered Connector) |CCS (Type 2),2025-10-27 03:45:00+00:00
